OrderID,Date,Product,Region,Quantity,UnitPrice,TotalSale
475,2026-04-14,Webcam HD,South,3,1799,5456.88
476,2026-04-14,Power Bank,West,9,1199,10605.32
477,2026-04-15,Mechanical Keyboard,South,3,2499,7480.1
478,2026-04-15,Laptop Stand,North,5,999,4936.85
479,2026-04-15,Monitor Arm,East,6,2199,12932.69
480,2026-04-15,Wireless Mouse,East,11,799,8665.56
481,2026-04-15,Laptop Stand,North,11,999,10569.47
482,2026-04-15,Webcam HD,South,7,1799,12827.32
483,2026-04-16,Mechanical Keyboard,East,6,2499,15165.87
484,2026-04-16,Laptop Stand,South,8,999,7714.83
485,2026-04-16,Bluetooth Speaker,West,12,1599,19282.47
486,2026-04-16,Monitor Arm,South,4,2199,8954.63
487,2026-04-16,Mechanical Keyboard,West,9,2499,22949.29
488,2026-04-17,Mechanical Keyboard,North,9,2499,23397.14
489,2026-04-17,Laptop Stand,South,3,999,2945.49
490,2026-04-17,Monitor Arm,North,11,2199,23476.4
491,2026-04-18,Mechanical Keyboard,West,1,2499,2487.36
492,2026-04-18,Power Bank,West,10,1199,11459.73
493,2026-04-18,Monitor Arm,East,12,2199,25126.05
494,2026-04-18,Webcam HD,North,12,1799,20979.01
495,2026-04-18,Mechanical Keyboard,North,7,2499,17221.03
496,2026-04-18,Mechanical Keyboard,North,2,2499,5240.97
497,2026-04-19,Wireless Mouse,East,7,799,5414.01
498,2026-04-19,USB-C Hub,West,6,1299,8178.13
499,2026-04-19,Power Bank,West,7,1199,8288.63
500,2026-04-19,USB-C Hub,East,2,1299,2514.47
501,2026-04-19,Power Bank,South,12,1199,15076.79
502,2026-04-19,Wireless Mouse,North,5,799,3980.22
503,2026-04-20,Power Bank,South,4,1199,4777.12
504,2026-04-20,USB-C Hub,East,4,1299,5423.28
505,2026-04-20,Mechanical Keyboard,North,11,2499,27267.0
506,2026-04-20,Wireless Mouse,South,4,799,3057.71
507,2026-04-20,Wireless Mouse,West,10,799,8127.45
508,2026-04-20,Wireless Mouse,South,12,799,9151.01
509,2026-04-21,Laptop Stand,South,1,999,963.05
510,2026-04-21,Webcam HD,South,12,1799,21752.31
511,2026-04-21,Bluetooth Speaker,South,5,1599,8295.82
512,2026-04-21,Laptop Stand,West,5,999,4882.69
513,2026-04-21,USB-C Hub,West,9,1299,11685.88
514,2026-04-21,Bluetooth Speaker,West,9,1599,14130.14
515,2026-04-22,Power Bank,South,5,1199,5920.94
516,2026-04-22,Monitor Arm,South,4,2199,8620.73
517,2026-04-22,USB-C Hub,West,1,1299,1307.1
518,2026-04-22,Power Bank,South,7,1199,8177.18
519,2026-04-22,Laptop Stand,East,11,999,10526.44
520,2026-04-22,Monitor Arm,East,2,2199,4413.67
521,2026-04-23,Wireless Mouse,East,7,799,5690.13
522,2026-04-23,Wireless Mouse,North,4,799,3293.37
523,2026-04-23,Laptop Stand,West,4,999,4143.64
524,2026-04-23,Bluetooth Speaker,East,1,1599,1552.92
525,2026-04-24,Mechanical Keyboard,West,4,2499,10191.55
526,2026-04-24,Laptop Stand,West,4,999,4016.81
527,2026-04-24,Webcam HD,West,8,1799,14440.43
528,2026-04-24,Bluetooth Speaker,East,5,1599,7882.79
529,2026-04-25,Monitor Arm,North,12,2199,26307.49
530,2026-04-25,Bluetooth Speaker,South,6,1599,9414.52
531,2026-04-25,Wireless Mouse,South,12,799,9248.51
532,2026-04-25,Webcam HD,West,5,1799,8682.34
533,2026-04-25,Bluetooth Speaker,South,7,1599,11271.12
534,2026-04-25,Laptop Stand,West,9,999,9130.01
535,2026-04-26,Webcam HD,West,12,1799,21893.89
536,2026-04-26,Monitor Arm,West,3,2199,6750.56
537,2026-04-26,Bluetooth Speaker,South,3,1599,4902.68
538,2026-04-26,Monitor Arm,South,9,2199,20761.4
539,2026-04-26,Wireless Mouse,North,2,799,1669.14
540,2026-04-27,Wireless Mouse,West,3,799,2479.11
541,2026-04-27,Laptop Stand,North,12,999,11569.65
542,2026-04-27,Laptop Stand,West,6,999,5730.53
543,2026-04-28,Monitor Arm,North,1,2199,2206.08
544,2026-04-28,Power Bank,North,1,1199,1202.53
545,2026-04-28,Webcam HD,East,1,1799,1799.4
546,2026-04-28,Power Bank,South,2,1199,2498.25
547,2026-04-28,USB-C Hub,South,4,1299,5258.24
548,2026-04-28,Webcam HD,East,5,1799,9260.3
549,2026-04-29,Bluetooth Speaker,West,8,1599,12875.15
550,2026-04-29,Laptop Stand,East,11,999,11349.51
551,2026-04-29,Mechanical Keyboard,North,2,2499,4950.66
552,2026-04-30,Monitor Arm,North,11,2199,23002.41
553,2026-04-30,USB-C Hub,North,8,1299,10750.87
554,2026-04-30,Bluetooth Speaker,North,9,1599,14994.2
555,2026-04-30,Laptop Stand,South,12,999,12452.6
556,2026-04-30,Monitor Arm,East,1,2199,2292.27
557,2026-04-30,Webcam HD,North,3,1799,5628.41
558,2026-05-01,Wireless Mouse,South,10,799,7705.71
559,2026-05-01,Power Bank,North,5,1199,5792.64
560,2026-05-01,Laptop Stand,West,11,999,11424.74
561,2026-05-01,Bluetooth Speaker,West,12,1599,18497.14
562,2026-05-01,Mechanical Keyboard,East,1,2499,2398.46
563,2026-05-02,Mechanical Keyboard,East,10,2499,25662.25
564,2026-05-02,Power Bank,East,1,1199,1215.08
565,2026-05-02,Monitor Arm,West,4,2199,8669.17
566,2026-05-02,Power Bank,West,3,1199,3661.64
567,2026-05-03,Mechanical Keyboard,East,4,2499,10209.02
568,2026-05-03,Mechanical Keyboard,East,3,2499,7407.04
569,2026-05-03,USB-C Hub,West,6,1299,7685.43
570,2026-05-03,Mechanical Keyboard,North,5,2499,12425.95
571,2026-05-03,Webcam HD,North,3,1799,5174.26
572,2026-05-03,Power Bank,West,9,1199,10850.07
573,2026-05-04,Mechanical Keyboard,North,2,2499,4924.99
574,2026-05-04,Mechanical Keyboard,East,7,2499,16639.94
575,2026-05-04,Power Bank,West,2,1199,2451.92
576,2026-05-04,Laptop Stand,South,11,999,10857.94
577,2026-05-04,USB-C Hub,East,5,1299,6344.58
578,2026-05-04,USB-C Hub,North,3,1299,3871.54
579,2026-05-05,Webcam HD,West,2,1799,3548.03
580,2026-05-05,Laptop Stand,West,10,999,10106.55
581,2026-05-05,Monitor Arm,North,3,2199,6468.13
582,2026-05-05,Power Bank,East,10,1199,11845.99
583,2026-05-05,Bluetooth Speaker,West,6,1599,9527.43
584,2026-05-05,USB-C Hub,East,6,1299,7874.44
585,2026-05-06,Monitor Arm,East,3,2199,6903.48
586,2026-05-06,Bluetooth Speaker,East,12,1599,19562.08
587,2026-05-06,Monitor Arm,South,6,2199,13030.47
588,2026-05-06,Power Bank,East,2,1199,2501.61
589,2026-05-07,USB-C Hub,North,12,1299,15528.18
590,2026-05-07,Laptop Stand,West,5,999,5160.48
591,2026-05-07,Mechanical Keyboard,West,11,2499,27487.08
592,2026-05-07,Webcam HD,South,5,1799,9137.72
593,2026-05-08,Power Bank,North,8,1199,10062.68
594,2026-05-08,Monitor Arm,West,9,2199,19804.09
595,2026-05-08,Power Bank,North,6,1199,7339.06
596,2026-05-08,Mechanical Keyboard,North,4,2499,10153.54
597,2026-05-08,Bluetooth Speaker,South,11,1599,17787.19
598,2026-05-08,Power Bank,East,7,1199,8062.27
599,2026-05-09,Webcam HD,South,9,1799,16590.68
600,2026-05-09,Laptop Stand,West,6,999,5928.75
601,2026-05-09,USB-C Hub,East,1,1299,1296.76
602,2026-05-10,Power Bank,North,2,1199,2477.45
603,2026-05-10,USB-C Hub,East,5,1299,6393.07
604,2026-05-10,Laptop Stand,West,6,999,5979.71
605,2026-05-10,Monitor Arm,West,6,2199,12622.93
606,2026-05-10,Wireless Mouse,North,1,799,826.9
607,2026-05-11,USB-C Hub,South,9,1299,11310.4
608,2026-05-11,USB-C Hub,East,9,1299,11604.92
609,2026-05-11,Monitor Arm,South,7,2199,15592.74
610,2026-05-12,Power Bank,West,1,1199,1227.46
611,2026-05-12,Laptop Stand,West,10,999,9919.62
612,2026-05-12,Wireless Mouse,South,4,799,3125.16
613,2026-05-12,Mechanical Keyboard,North,9,2499,21786.94
614,2026-05-13,Laptop Stand,West,2,999,1950.52
615,2026-05-13,Monitor Arm,East,10,2199,21745.12
616,2026-05-13,Power Bank,North,6,1199,7087.52
617,2026-05-13,Monitor Arm,South,11,2199,24687.27
618,2026-05-13,Webcam HD,North,11,1799,19064.62
619,2026-05-14,Laptop Stand,East,2,999,1934.67
620,2026-05-14,USB-C Hub,West,7,1299,9180.68
621,2026-05-14,Power Bank,West,3,1199,3592.21
622,2026-05-15,USB-C Hub,West,5,1299,6261.37
623,2026-05-15,Bluetooth Speaker,West,10,1599,15276.22
624,2026-05-15,Bluetooth Speaker,North,8,1599,12327.06
625,2026-05-15,Power Bank,West,7,1199,8548.02
626,2026-05-16,Monitor Arm,West,3,2199,6321.69
627,2026-05-16,Wireless Mouse,South,5,799,3808.31
628,2026-05-16,Laptop Stand,East,3,999,3081.14
629,2026-05-16,Monitor Arm,North,10,2199,21141.64
630,2026-05-16,Bluetooth Speaker,North,12,1599,19075.49
631,2026-05-16,Laptop Stand,West,2,999,2045.15
632,2026-05-17,Webcam HD,North,8,1799,14050.64
633,2026-05-17,Mechanical Keyboard,West,2,2499,5135.76
634,2026-05-17,Laptop Stand,South,12,999,12093.4
635,2026-05-17,Bluetooth Speaker,West,3,1599,4852.72
636,2026-05-18,Laptop Stand,North,10,999,9840.96
637,2026-05-18,Webcam HD,South,6,1799,11311.03
638,2026-05-18,Webcam HD,East,10,1799,17571.45
639,2026-05-18,Mechanical Keyboard,South,7,2499,18225.55
640,2026-05-19,USB-C Hub,South,4,1299,5012.19
641,2026-05-19,Bluetooth Speaker,South,11,1599,17400.27
642,2026-05-19,USB-C Hub,East,11,1299,14166.44
643,2026-05-19,Monitor Arm,North,11,2199,24901.6
644,2026-05-19,Mechanical Keyboard,West,9,2499,23052.83
645,2026-05-20,Monitor Arm,West,6,2199,13302.13
646,2026-05-20,Mechanical Keyboard,West,11,2499,27940.21
647,2026-05-20,Bluetooth Speaker,North,9,1599,14243.8
648,2026-05-20,Power Bank,South,8,1199,9369.98
649,2026-05-20,Webcam HD,East,9,1799,16317.18
650,2026-05-21,Bluetooth Speaker,North,1,1599,1534.97
651,2026-05-21,Monitor Arm,North,2,2199,4586.86
652,2026-05-21,USB-C Hub,West,8,1299,9873.1
653,2026-05-21,Power Bank,South,12,1199,14977.06
654,2026-05-21,Webcam HD,South,5,1799,8629.21
655,2026-05-21,Bluetooth Speaker,East,2,1599,3157.02
656,2026-05-22,Wireless Mouse,West,11,799,8618.06
657,2026-05-22,Laptop Stand,West,11,999,10539.77
658,2026-05-22,Mechanical Keyboard,North,4,2499,9972.82
659,2026-05-22,USB-C Hub,South,9,1299,11901.42
660,2026-05-23,Wireless Mouse,East,2,799,1676.01
661,2026-05-23,Power Bank,South,8,1199,9180.34
662,2026-05-23,Power Bank,North,12,1199,14828.21
663,2026-05-24,Bluetooth Speaker,East,5,1599,7704.88
664,2026-05-24,USB-C Hub,South,2,1299,2605.93
665,2026-05-24,Wireless Mouse,South,8,799,6296.88
666,2026-05-25,USB-C Hub,West,10,1299,13232.35
667,2026-05-25,Laptop Stand,North,2,999,1926.07
668,2026-05-25,Mechanical Keyboard,West,6,2499,15688.6
669,2026-05-25,Bluetooth Speaker,South,4,1599,6253.35
670,2026-05-26,Laptop Stand,East,12,999,11420.76
671,2026-05-26,Webcam HD,South,9,1799,16364.13
672,2026-05-26,Laptop Stand,West,5,999,5068.01
673,2026-05-27,Monitor Arm,West,2,2199,4284.13
674,2026-05-27,Mechanical Keyboard,North,6,2499,15644.63
675,2026-05-27,USB-C Hub,West,10,1299,12887.2
676,2026-05-27,USB-C Hub,West,2,1299,2472.44
677,2026-05-28,Wireless Mouse,East,4,799,3048.93
678,2026-05-28,Wireless Mouse,West,9,799,7037.46
679,2026-05-28,Power Bank,West,12,1199,14247.4
680,2026-05-29,Webcam HD,North,5,1799,8616.33
681,2026-05-29,Laptop Stand,South,9,999,8835.23
682,2026-05-29,Mechanical Keyboard,East,12,2499,29800.53
683,2026-05-29,Laptop Stand,North,4,999,3830.65
684,2026-05-30,Mechanical Keyboard,West,10,2499,25261.97
685,2026-05-30,Webcam HD,South,2,1799,3422.66
686,2026-05-30,USB-C Hub,North,3,1299,3895.6
687,2026-05-30,Bluetooth Speaker,East,3,1599,4735.54
688,2026-05-30,Webcam HD,North,1,1799,1769.32
689,2026-05-30,Power Bank,East,9,1199,10320.37
690,2026-05-31,Monitor Arm,West,9,2199,19514.17
691,2026-05-31,Monitor Arm,South,6,2199,12741.85
692,2026-05-31,Mechanical Keyboard,North,4,2499,10236.68
693,2026-06-01,Wireless Mouse,North,4,799,3050.9
694,2026-06-01,Bluetooth Speaker,West,3,1599,4643.0
695,2026-06-01,Wireless Mouse,West,4,799,3139.05
696,2026-06-02,Bluetooth Speaker,East,2,1599,3220.88
697,2026-06-02,Mechanical Keyboard,North,3,2499,7289.47
698,2026-06-02,Wireless Mouse,West,2,799,1658.24
699,2026-06-02,Webcam HD,East,6,1799,10347.54
700,2026-06-02,Monitor Arm,North,6,2199,12799.07
701,2026-06-02,Webcam HD,South,8,1799,14202.42
702,2026-06-03,Laptop Stand,South,3,999,2849.06
703,2026-06-03,Power Bank,North,4,1199,4815.93
704,2026-06-03,Wireless Mouse,East,1,799,819.69
705,2026-06-03,Power Bank,East,2,1199,2327.31
706,2026-06-03,Laptop Stand,West,8,999,8360.58
707,2026-06-03,USB-C Hub,East,2,1299,2479.51
708,2026-06-04,Power Bank,East,8,1199,10047.19
709,2026-06-04,Mechanical Keyboard,North,9,2499,21666.74
710,2026-06-04,Power Bank,North,10,1199,12071.32
711,2026-06-04,Power Bank,South,4,1199,4696.09
712,2026-06-05,Power Bank,East,6,1199,7160.01
713,2026-06-05,Laptop Stand,North,4,999,3850.59
714,2026-06-05,Mechanical Keyboard,South,2,2499,4830.25
715,2026-06-05,Monitor Arm,East,7,2199,14809.2
716,2026-06-05,Bluetooth Speaker,South,8,1599,12546.79
717,2026-06-06,Mechanical Keyboard,North,3,2499,7727.61
718,2026-06-06,Webcam HD,North,4,1799,7437.73
719,2026-06-06,Bluetooth Speaker,South,2,1599,3265.53
720,2026-06-06,Bluetooth Speaker,West,9,1599,13741.89
721,2026-06-06,Webcam HD,East,3,1799,5143.93
722,2026-06-07,Monitor Arm,South,2,2199,4381.31
723,2026-06-07,USB-C Hub,North,1,1299,1242.06
724,2026-06-07,Laptop Stand,South,4,999,4125.34
725,2026-06-07,Bluetooth Speaker,North,10,1599,16127.7
726,2026-06-07,Mechanical Keyboard,North,2,2499,4846.94
727,2026-06-07,Monitor Arm,South,2,2199,4576.15
728,2026-06-08,Mechanical Keyboard,North,8,2499,19093.63
729,2026-06-08,Power Bank,West,8,1199,9140.68
730,2026-06-08,Power Bank,South,6,1199,6988.77
731,2026-06-08,USB-C Hub,East,5,1299,6459.93
732,2026-06-08,USB-C Hub,North,10,1299,13144.81
733,2026-06-09,Webcam HD,West,7,1799,13075.03
734,2026-06-09,Monitor Arm,North,2,2199,4301.15
735,2026-06-09,USB-C Hub,West,4,1299,5270.12
736,2026-06-09,Laptop Stand,North,7,999,7190.14
737,2026-06-10,Monitor Arm,West,6,2199,13738.49
738,2026-06-10,Bluetooth Speaker,West,5,1599,7739.01
739,2026-06-10,Bluetooth Speaker,South,1,1599,1662.28
740,2026-06-10,Webcam HD,North,8,1799,14434.36
741,2026-06-10,Laptop Stand,South,2,999,1947.62
742,2026-06-11,Webcam HD,North,4,1799,7250.47
743,2026-06-11,Power Bank,East,3,1199,3480.49
744,2026-06-11,Bluetooth Speaker,East,10,1599,15235.6
745,2026-06-11,Bluetooth Speaker,South,10,1599,16706.94
746,2026-06-12,Webcam HD,South,8,1799,13727.04
747,2026-06-12,Wireless Mouse,South,10,799,7765.33
748,2026-06-12,Monitor Arm,North,6,2199,13745.37
749,2026-06-12,Laptop Stand,South,6,999,6124.03
750,2026-06-12,Bluetooth Speaker,North,1,1599,1542.67
751,2026-06-12,USB-C Hub,North,9,1299,12112.66
752,2026-06-13,Bluetooth Speaker,West,10,1599,15352.05
753,2026-06-13,Webcam HD,East,3,1799,5653.82
754,2026-06-13,Power Bank,West,11,1199,12948.02
755,2026-06-14,Laptop Stand,South,7,999,6857.91
756,2026-06-14,Webcam HD,South,3,1799,5520.5
757,2026-06-14,Power Bank,North,3,1199,3633.83
758,2026-06-14,Laptop Stand,North,8,999,7704.8
759,2026-06-14,Mechanical Keyboard,South,6,2499,15717.28
760,2026-06-15,Mechanical Keyboard,East,8,2499,19015.18
761,2026-06-15,Laptop Stand,South,12,999,11469.87
762,2026-06-15,Webcam HD,North,12,1799,20511.37
763,2026-06-15,Power Bank,West,12,1199,14272.4
764,2026-06-16,Power Bank,West,7,1199,8268.14
765,2026-06-16,Power Bank,North,8,1199,9868.95
766,2026-06-16,Laptop Stand,South,8,999,7651.31
767,2026-06-16,Wireless Mouse,East,1,799,784.52
768,2026-06-17,Mechanical Keyboard,East,3,2499,7787.83
769,2026-06-17,USB-C Hub,North,9,1299,12207.55
770,2026-06-17,Mechanical Keyboard,East,10,2499,26202.7
771,2026-06-18,Wireless Mouse,West,11,799,8494.57
772,2026-06-18,Power Bank,South,1,1199,1151.19
773,2026-06-18,Laptop Stand,South,7,999,7130.9
774,2026-06-18,Webcam HD,East,5,1799,8758.92
775,2026-06-18,Wireless Mouse,West,10,799,8029.68
776,2026-06-18,Monitor Arm,South,1,2199,2168.4
777,2026-06-19,Mechanical Keyboard,East,11,2499,27832.86
778,2026-06-19,Monitor Arm,South,2,2199,4189.42
779,2026-06-19,USB-C Hub,East,2,1299,2591.13
780,2026-06-19,Mechanical Keyboard,East,7,2499,17442.17
781,2026-06-19,Webcam HD,North,11,1799,19876.32
782,2026-06-19,USB-C Hub,East,7,1299,8974.25
783,2026-06-20,Wireless Mouse,East,8,799,6369.67
784,2026-06-20,Laptop Stand,East,10,999,9552.08
785,2026-06-20,Mechanical Keyboard,North,11,2499,27059.6
786,2026-06-20,Power Bank,South,9,1199,10317.26
787,2026-06-20,Power Bank,West,9,1199,10992.87
788,2026-06-20,Monitor Arm,South,8,2199,17238.14
789,2026-06-21,Wireless Mouse,South,2,799,1669.79
790,2026-06-21,Monitor Arm,South,3,2199,6908.49
791,2026-06-21,Laptop Stand,South,1,999,991.35
792,2026-06-21,Power Bank,South,11,1199,12724.59
793,2026-06-21,Webcam HD,East,12,1799,22482.12
794,2026-06-21,Mechanical Keyboard,North,7,2499,17591.6
795,2026-06-22,Webcam HD,West,1,1799,1850.55
796,2026-06-22,Power Bank,North,7,1199,8098.94
797,2026-06-22,Mechanical Keyboard,North,10,2499,25688.58
798,2026-06-22,Webcam HD,East,7,1799,12295.98
799,2026-06-22,Monitor Arm,West,1,2199,2126.92
800,2026-06-23,USB-C Hub,West,1,1299,1285.46
801,2026-06-23,Bluetooth Speaker,South,1,1599,1638.3
802,2026-06-23,Webcam HD,East,1,1799,1769.83
803,2026-06-23,Webcam HD,East,5,1799,9303.39
804,2026-06-23,Mechanical Keyboard,South,3,2499,7347.42
805,2026-06-23,Monitor Arm,East,5,2199,11246.56
806,2026-06-24,Laptop Stand,West,4,999,4161.21
807,2026-06-24,Power Bank,West,9,1199,11187.23
808,2026-06-24,Wireless Mouse,South,2,799,1567.82
809,2026-06-25,USB-C Hub,North,3,1299,3777.27
810,2026-06-25,Laptop Stand,North,4,999,3809.42
811,2026-06-25,Wireless Mouse,East,12,799,9299.51
812,2026-06-25,Bluetooth Speaker,West,9,1599,14242.69
813,2026-06-25,Mechanical Keyboard,North,4,2499,9868.52
814,2026-06-25,Monitor Arm,South,8,2199,17744.84
815,2026-06-26,Bluetooth Speaker,South,5,1599,8194.04
816,2026-06-26,Mechanical Keyboard,East,1,2499,2470.65
817,2026-06-26,USB-C Hub,South,4,1299,5272.58
818,2026-06-26,Laptop Stand,East,11,999,10889.56
819,2026-06-26,Wireless Mouse,North,8,799,6655.04
820,2026-06-27,Wireless Mouse,South,5,799,4038.28
821,2026-06-27,Webcam HD,East,7,1799,13091.03
822,2026-06-27,Bluetooth Speaker,West,5,1599,7769.71
823,2026-06-27,Webcam HD,West,10,1799,17274.56
824,2026-06-28,Webcam HD,East,11,1799,19013.48
825,2026-06-28,Mechanical Keyboard,East,5,2499,12670.67
826,2026-06-28,Webcam HD,East,11,1799,20206.73
827,2026-06-28,Webcam HD,South,3,1799,5406.33
828,2026-06-28,Laptop Stand,North,10,999,9894.19
829,2026-06-29,USB-C Hub,North,11,1299,14285.25
830,2026-06-29,Webcam HD,East,7,1799,12472.86
831,2026-06-29,Wireless Mouse,South,6,799,4902.61
832,2026-06-29,Laptop Stand,West,11,999,10833.5
833,2026-06-29,Webcam HD,South,11,1799,20534.05
834,2026-06-30,Webcam HD,North,8,1799,13856.54
835,2026-06-30,Webcam HD,South,11,1799,20579.75
836,2026-06-30,Mechanical Keyboard,South,6,2499,14579.16
837,2026-06-30,Webcam HD,West,6,1799,10655.49
